word_POS	concreteness
аргумент_NOUN	-0.796340085
иорданский_ADJ	-0.796311429
кондратьев_NOUN	-0.795849657
переезд_NOUN	-0.795648455
раскрываться_VERB	-0.795616041
ориентир_NOUN	-0.795554252
поэтапно_ADV	-0.795450476
слепой_ADJ	-0.795443441
консилиум_NOUN	-0.795194121
неокрепший_ADJ	-0.795194099
катаклизм_NOUN	-0.795127478
призвание_NOUN	-0.795038594
сертификация_NOUN	-0.794676476
поражение_NOUN	-0.794538446
негус_NOUN	-0.794415874
муя_NOUN	-0.794373498
содержать_VERB	-0.794323521
указывать_VERB	-0.79414021
пригородный_ADJ	-0.794030969
простор_NOUN	-0.794002511
малоярославец_NOUN	-0.793978099
нидерланды_NOUN	-0.793962629
борец_NOUN	-0.793874835
иран_NOUN	-0.793819319
генетический_ADJ	-0.793696356
показатель_NOUN	-0.793647145
пополнение_NOUN	-0.793642687
готовый_ADJ	-0.793631499
немецко-фашистский_ADJ	-0.793444003
факультет_NOUN	-0.793391643
стачка_NOUN	-0.793111648
инфекция_NOUN	-0.793010248
веский_ADJ	-0.79294838
слух_NOUN	-0.792825781
нужда_NOUN	-0.792676841
мораль_NOUN	-0.792598696
беспорядок_NOUN	-0.792557078
замедлять_VERB	-0.792419746
воздушно-капельный_ADJ	-0.792379506
членение_NOUN	-0.792186139
казань_NOUN	-0.791952349
шрейдер_NOUN	-0.791854331
видение_NOUN	-0.791816075
слабо_ADV	-0.79177227
буча_NOUN	-0.791656472
общаться_VERB	-0.79164357
протестовать_VERB	-0.791607656
мероприятие_NOUN	-0.791562883
судный_ADJ	-0.791552898
сколково_ADV	-0.79146244
синельников_NOUN	-0.791358142
зарплата_NOUN	-0.791255531
бродяжничество_NOUN	-0.791196571
тема_NOUN	-0.791148366
вышеописанный_ADJ	-0.791095157
уединение_NOUN	-0.790794811
март_NOUN	-0.79065806
деизм_NOUN	-0.790654953
обдумывать_VERB	-0.790576576
настойчиво_ADV	-0.790378132
превращать_VERB	-0.790320852
москва_NOUN	-0.790148896
мюнхен_NOUN	-0.790145456
настойчивость_NOUN	-0.79012765
застой_NOUN	-0.789981372
плюс_NOUN	-0.789944715
дефолт_NOUN	-0.789762952
низкоранговый_ADJ	-0.789692107
неисчезающий_ADJ	-0.789633004
зачисляться_VERB	-0.78952674
разнообразно_ADV	-0.789488648
теоретик_NOUN	-0.789431385
человечно_ADV	-0.789412508
ниро_NOUN	-0.789330738
сочувствие_NOUN	-0.789318448
отсылка_NOUN	-0.789268899
ежечасно_ADV	-0.78918843
провокация_NOUN	-0.789105406
сити_NOUN	-0.788952593
дойный_ADJ	-0.788944957
точный_ADJ	-0.788685547
использование_NOUN	-0.788514025
тревога_NOUN	-0.78840451
физически_ADV	-0.788313831
предназначение_NOUN	-0.788283482
лысенко_NOUN	-0.7881652
намеренно_ADV	-0.78804211
вновь_ADV	-0.788020004
причинный_ADJ	-0.78784873
холестерин_NOUN	-0.787316897
концентрировать_VERB	-0.787185659
честь_NOUN	-0.787170756
темп_NOUN	-0.787013171
актуально_ADV	-0.787010493
рисковать_VERB	-0.78698644
нелегко_ADV	-0.786789149
удивлять_VERB	-0.786514919
сарнов_NOUN	-0.786403129
напротив_ADP	-0.786371085
тратиться_VERB	-0.785800798
демонстративный_ADJ	-0.785719109
платный_ADJ	-0.785706021
полгода_NOUN	-0.78566828
островной_ADJ	-0.785507175
уровнять_VERB	-0.785413352
надежда_NOUN	-0.785234643
стойко_ADV	-0.785203034
узнавать_VERB	-0.785179106
присутствующий_NOUN	-0.784779617
обнаруживаться_VERB	-0.784764926
продумывать_VERB	-0.784723787
госбюджет_NOUN	-0.784714455
вторично_ADV	-0.784567981
надвигаться_VERB	-0.784456304
расход_NOUN	-0.784395164
протасов_NOUN	-0.784255202
мвд_NOUN	-0.784153412
первейший_ADJ	-0.784069194
негласный_ADJ	-0.784023858
деятель_NOUN	-0.783969971
заявляться_VERB	-0.783856379
интеллект_NOUN	-0.783651566
община_NOUN	-0.783504869
мыслительный_ADJ	-0.783298388
сербия_NOUN	-0.783286161
коллега_NOUN	-0.783273269
нико_NOUN	-0.783139674
маймон_NOUN	-0.783107571
опрос_NOUN	-0.783042168
разрастаться_VERB	-0.782863362
конструктивный_ADJ	-0.782796159
сущность_NOUN	-0.782740313
свойственный_ADJ	-0.782690252
клевета_NOUN	-0.782550758
авторитет_NOUN	-0.782518054
ближний_ADJ	-0.782484296
грабеж_NOUN	-0.782428453
приемка_NOUN	-0.782282078
производить_VERB	-0.782263841
приблизительно_ADV	-0.782125724
осужденный_NOUN	-0.782097201
помешать_VERB	-0.782028923
актуальный_ADJ	-0.781984461
собирательный_ADJ	-0.781957894
штаб_NOUN	-0.781939157
формальность_NOUN	-0.781742746
ренессанс_NOUN	-0.78161613
развод_NOUN	-0.781423843
вбирать_VERB	-0.78133487
осваивать_VERB	-0.781214187
ресурс_NOUN	-0.781200088
заказчик_NOUN	-0.780721662
мгновенный_ADJ	-0.780704732
возвеличиваться_VERB	-0.780680228
платить_VERB	-0.780420004
инвестированный_ADJ	-0.779896056
низкий_ADJ	-0.779892359
элизиум_NOUN	-0.779785023
победа_NOUN	-0.779721669
рентабельный_ADJ	-0.779524305
льгота_NOUN	-0.779423432
кравчук_NOUN	-0.779071308
хвалить_VERB	-0.778893527
концерн_NOUN	-0.778866956
выборочно_ADV	-0.778779271
выживать_VERB	-0.778747475
полезно_ADV	-0.778716294
неприязненный_ADJ	-0.77853476
гибнуть_VERB	-0.778523097
немецкий_ADJ	-0.778481357
забота_NOUN	-0.778273519
продажа_NOUN	-0.778226837
равиль_NOUN	-0.778090865
неотличимый_ADJ	-0.777964018
разгар_NOUN	-0.777893418
вражда_NOUN	-0.777888242
доброволец_NOUN	-0.777688743
быстро_ADV	-0.777524266
денежный_ADJ	-0.777299916
ярый_ADJ	-0.777109255
энергокомпания_NOUN	-0.776946314
импульсивный_ADJ	-0.776918475
узбекистан_NOUN	-0.776905702
целенаправленно_ADV	-0.776831205
выражение_NOUN	-0.776670893
ока_NOUN	-0.77659312
списание_NOUN	-0.776465975
ташиев_NOUN	-0.776436264
консервативный_ADJ	-0.776368464
лукулл_NOUN	-0.776295339
суббота_NOUN	-0.776268959
низко_ADV	-0.776186726
дзержинский_NOUN	-0.776157557
неплохо_ADV	-0.776137607
одновременно_ADV	-0.775811495
общеобразовательный_ADJ	-0.775731828
хау_ADJ	-0.775727352
безуспешно_ADV	-0.775597726
псков_NOUN	-0.775514777
переть_VERB	-0.775512997
оправдание_NOUN	-0.775071364
задавать_VERB	-0.774969471
переболеть_VERB	-0.77489587
резкий_ADJ	-0.774392711
мазуровский_ADJ	-0.774357967
дая_NOUN	-0.774337695
монополия_NOUN	-0.774260294
рак_NOUN	-0.774245863
поток_NOUN	-0.773966718
одинаково_ADV	-0.773956688
введенский_NOUN	-0.773886866
идеал_NOUN	-0.77348563
вглубь_ADV	-0.773080659
советовать_VERB	-0.77297749
леонид_NOUN	-0.772865579
надой_NOUN	-0.772832487
по-прежнему_ADV	-0.772759868
гомосексуализм_NOUN	-0.772534339
речной_ADJ	-0.772380617
вуз_NOUN	-0.772343153
смысл_NOUN	-0.772217055
превосходный_ADJ	-0.772123507
беркем_NOUN	-0.772011898
бугазский_ADJ	-0.771982431
хлопотный_ADJ	-0.771878751
меньшой_ADJ	-0.771774047
десятилетний_ADJ	-0.771755012
начальник_NOUN	-0.771736691
ромодановский_NOUN	-0.771676971
коммунальный_ADJ	-0.771620503
бретань_NOUN	-0.771604874
возмущенный_ADJ	-0.77146546
параллелизм_NOUN	-0.771417703
пушкинский_ADJ	-0.771267469
карма_NOUN	-0.771044047
алексин_NOUN	-0.770775555
молодость_NOUN	-0.770629132
фаворит_NOUN	-0.770628712
противопоказанный_ADJ	-0.770585907
статистический_ADJ	-0.770540943
осмотр_NOUN	-0.770537512
удобоваримый_ADJ	-0.770523145
юань_NOUN	-0.770466723
житься_VERB	-0.770398599
сбалансировать_VERB	-0.770355844
кабальный_ADJ	-0.770305539
лу_NOUN	-0.76992449
далеко_ADV	-0.769767879
освобождаться_VERB	-0.769596301
владимир_NOUN	-0.769539656
ереван_NOUN	-0.769482077
зарабатывание_NOUN	-0.769454175
саксония_NOUN	-0.769213762
нефтеносный_ADJ	-0.769062222
каникулы_NOUN	-0.768779622
обыденный_ADJ	-0.768776862
произвол_NOUN	-0.768676443
неделя_NOUN	-0.768587394
правозащитник_NOUN	-0.768559023
лестно_ADV	-0.768286958
двудольный_ADJ	-0.768279376
тщательность_NOUN	-0.768266711
бесправный_ADJ	-0.768194907
райх_NOUN	-0.768094616
деление_NOUN	-0.76783605
ускорение_NOUN	-0.767790284
автошкола_NOUN	-0.767641669
устный_ADJ	-0.767431273
абсолютно_ADV	-0.767410941
олег_NOUN	-0.766953744
контрагент_NOUN	-0.766546671
штамм_NOUN	-0.766486024
изобретательный_ADJ	-0.76643217
безрезультатно_ADV	-0.766316967
форсирование_NOUN	-0.766265437
интенсивность_NOUN	-0.7659859
медиаменеджер_NOUN	-0.765943488
проваливать_VERB	-0.765873208
меньший_ADJ	-0.765803774
букмекер_NOUN	-0.765721994
наукообразие_NOUN	-0.765595446
продемонстрировать_VERB	-0.765572258
реут_NOUN	-0.765418955
титов_NOUN	-0.765242047
тайна_NOUN	-0.765215648
коллектив_NOUN	-0.765125991
промышленный_ADJ	-0.765063795
коэффициент_NOUN	-0.764889782
веселов_NOUN	-0.764866372
менять_VERB	-0.76478576
леднев_NOUN	-0.764726655
обилие_NOUN	-0.764549482
гениальность_NOUN	-0.764482229
выдаваться_VERB	-0.764452649
стабилизационный_ADJ	-0.764422575
побуждение_NOUN	-0.763904486
мантийный_ADJ	-0.763898934
сталелитейный_ADJ	-0.763863407
пекин_NOUN	-0.763770449
научать_VERB	-0.763750498
сайда_NOUN	-0.763621
прекрасно_ADV	-0.76356388
неправый_ADJ	-0.76353232
импорт_NOUN	-0.763466972
эгоизм_NOUN	-0.763399282
неизменный_ADJ	-0.763344858
веха_NOUN	-0.763172732
свобода_NOUN	-0.7631154
истерический_ADJ	-0.763090692
собираться_VERB	-0.762769973
концентрация_NOUN	-0.762558266
беспредельно_ADV	-0.762557476
транспортный_ADJ	-0.76247871
чернобыль_NOUN	-0.762439668
потреба_NOUN	-0.762197697
суждено_ADV	-0.762033715
созидать_VERB	-0.761894643
чрезвычайно_ADV	-0.761876126
софистика_NOUN	-0.7618553
туризм_NOUN	-0.761731692
участница_NOUN	-0.761467452
яс_NOUN	-0.761454169
разнообразие_NOUN	-0.761329253
примечательный_ADJ	-0.761270601
беспрерывный_ADJ	-0.761182424
произвольный_ADJ	-0.76117176
тренерский_ADJ	-0.761143476
закрепление_NOUN	-0.761019437
читатель_NOUN	-0.760911347
субэтнос_NOUN	-0.760841659
потоп_NOUN	-0.760789779
сдача_NOUN	-0.760756187
вводный_ADJ	-0.760667865
ежедневный_ADJ	-0.760631652
исправлять_VERB	-0.760539967
госбанк_NOUN	-0.760407431
неравномерный_ADJ	-0.760392099
киргизия_NOUN	-0.760300582
рапалло_NOUN	-0.760225711
спасать_VERB	-0.760136613
заграница_NOUN	-0.759787767
патимат_NOUN	-0.759784926
преувеличенный_ADJ	-0.759583496
гуру_NOUN	-0.759386979
предостережение_NOUN	-0.759193049
маркс_NOUN	-0.759051701
аморфный_ADJ	-0.758991662
родина_NOUN	-0.758950346
биржевой_ADJ	-0.758821175
доходить_VERB	-0.758800678
ги_NOUN	-0.7587675
искаженный_ADJ	-0.758764675
продукционный_ADJ	-0.758652953
работорговля_NOUN	-0.75825819
еременко_NOUN	-0.758220474
мурманск_NOUN	-0.758204182
откладывать_VERB	-0.758110743
йота_NOUN	-0.758088121
портить_VERB	-0.758015849
пролегать_VERB	-0.757789614
подоходный_ADJ	-0.757694356
воскресение_NOUN	-0.7575447
спокойный_ADJ	-0.757526026
долгов_NOUN	-0.757086834
мысль_NOUN	-0.756909853
новолуние_NOUN	-0.756800101
угрожать_VERB	-0.756591354
обман_NOUN	-0.756570314
деловой_ADJ	-0.756548786
венгерский_ADJ	-0.756336184
обезличенный_ADJ	-0.756044578
название_NOUN	-0.756019928
затопление_NOUN	-0.755960076
особенный_ADJ	-0.755865216
эмигрант_NOUN	-0.755861043
сохранность_NOUN	-0.755715975
чужой_ADJ	-0.755659065
извержение_NOUN	-0.755648213
лида_NOUN	-0.755645546
порочный_ADJ	-0.755524627
карпенко_NOUN	-0.755441068
нант_NOUN	-0.755348482
создатель_NOUN	-0.755181825
бунтман_NOUN	-0.755156815
волнение_NOUN	-0.755063526
скрывать_VERB	-0.754920423
созвучный_ADJ	-0.754679959
ущербный_ADJ	-0.75449484
поторопиться_VERB	-0.754438501
черноморский_ADJ	-0.754296138
добрый_ADJ	-0.754152617
подсудимый_NOUN	-0.754124673
вложенный_ADJ	-0.753848621
обладминистрация_NOUN	-0.753783802
теша_NOUN	-0.753751973
березовский_NOUN	-0.753732132
болгарский_ADJ	-0.753693548
приобретать_VERB	-0.753638269
культовый_ADJ	-0.75355723
известие_NOUN	-0.753509651
костюченко_NOUN	-0.753439465
согрин_NOUN	-0.753405388
избавляться_VERB	-0.753366912
произноситься_VERB	-0.753247153
критик_NOUN	-0.753099734
цхинвал_NOUN	-0.752765816
делаться_VERB	-0.752686379
судья_NOUN	-0.752552107
неумолимо_ADV	-0.752406108
обстановка_NOUN	-0.75235508
благополучно_ADV	-0.752191848
заполняться_VERB	-0.752077837
забеременнеть_VERB	-0.752006791
зафиксировать_VERB	-0.751713049
эмоция_NOUN	-0.751711988
неподготовленный_ADJ	-0.75165455
равно_SCONJ	-0.751555108
волнующий_ADJ	-0.751378697
уверенно_ADV	-0.751231077
индексировать_VERB	-0.751135285
израиль_NOUN	-0.75066417
заболачивать_VERB	-0.750608303
свободно_ADV	-0.750548659
миллиардер_NOUN	-0.750401704
сменить_VERB	-0.750293847
владислав_NOUN	-0.750125003
невероятный_ADJ	-0.750077668
бескомпромиссный_ADJ	-0.750005038
комендантский_ADJ	-0.749931265
потребительский_ADJ	-0.74967129
резолюция_NOUN	-0.749636808
сэкономить_VERB	-0.74955053
форсированный_ADJ	-0.749420416
инцидент_NOUN	-0.749403653
рассчитать_VERB	-0.749043494
дидья_NOUN	-0.748890641
около_ADP	-0.7488657
анализ_NOUN	-0.748720084
интертекстуальность_NOUN	-0.748628015
самостоятельно_ADV	-0.748586557
лазарев_NOUN	-0.748583228
чередоваться_VERB	-0.748382449
сомневаться_VERB	-0.748358303
молодой_ADJ	-0.748353276
монетизация_NOUN	-0.748297932
помпезно_ADV	-0.748289756
испытание_NOUN	-0.748137176
нод_NOUN	-0.747884613
прис_NOUN	-0.747806048
афера_NOUN	-0.7477828
ливийский_ADJ	-0.747720716
невозвратный_ADJ	-0.747682295
приближенный_ADJ	-0.747624614
непрерывно_ADV	-0.747582601
подсказывать_VERB	-0.747553541
атмосферный_ADJ	-0.747302688
строй_NOUN	-0.747206327
экологически_ADV	-0.747173839
лига_NOUN	-0.74686176
британский_ADJ	-0.746811236
карт-бланш_NOUN	-0.746804274
ом_NOUN	-0.746796183
откат_NOUN	-0.746658925
профильный_ADJ	-0.74647553
кампус_NOUN	-0.746448529
потребоваться_VERB	-0.746397136
земной_ADJ	-0.745888394
противоположный_ADJ	-0.745815395
мизерный_ADJ	-0.745718311
отходить_VERB	-0.745693377
психотехника_NOUN	-0.745604428
захватывать_VERB	-0.745589553
германский_ADJ	-0.74551057
фьючерсный_ADJ	-0.745451637
мая_NOUN	-0.745324851
понаблюдать_VERB	-0.745137884
саморегулироваться_VERB	-0.745136878
ппи_NOUN	-0.744926714
следовать_VERB	-0.744900086
верно_ADV	-0.744872398
меланома_NOUN	-0.744868996
польша_NOUN	-0.744651401
беслан_NOUN	-0.744580052
пасть_VERB	-0.744252283
симоненко_NOUN	-0.744213478
навсегда_ADV	-0.744064067
довольно_ADV	-0.744025937
антикоммунистический_ADJ	-0.743799541
непрозрачность_NOUN	-0.743758262
наращивать_VERB	-0.743727338
стругацкий_NOUN	-0.74363471
уметь_VERB	-0.743596464
вселенная_NOUN	-0.743154682
имя_NOUN	-0.743070953
трехуровневый_ADJ	-0.743036995
подозрительный_ADJ	-0.742596936
наблюдать_VERB	-0.742335971
константин_NOUN	-0.742074116
ион_NOUN	-0.742032556
неудавшийся_ADJ	-0.741949558
пожить_VERB	-0.741898256
заход_NOUN	-0.741857202
перебазирование_NOUN	-0.741794102
австрийский_ADJ	-0.741483227
приходиться_VERB	-0.74126567
рая_NOUN	-0.741049688
осинник_NOUN	-0.740702429
сотня_NOUN	-0.740675971
макробиотический_ADJ	-0.740651333
скандальный_ADJ	-0.740220609
ужасный_ADJ	-0.740115563
скрытый_ADJ	-0.739965697
внимательно_ADV	-0.739800805
естествознание_NOUN	-0.739602941
соответственно_ADV	-0.739313063
поспорить_VERB	-0.739304207
когорта_NOUN	-0.739025817
жилец_NOUN	-0.738881328
традиционный_ADJ	-0.738692305
уравновешенный_ADJ	-0.738688308
равнодушный_ADJ	-0.738527979
выходить_VERB	-0.738346827
нарук_NOUN	-0.738297322
галилей_NOUN	-0.738271048
выстраиваться_VERB	-0.738229144
подразделение_NOUN	-0.738119523
навальный_ADJ	-0.738112476
франк_NOUN	-0.73801275
отход_NOUN	-0.737915333
предательство_NOUN	-0.737686313
рушить_VERB	-0.73749214
вычет_NOUN	-0.737387066
христианский_ADJ	-0.737366802
озадачиваться_VERB	-0.737355236
организатор_NOUN	-0.736964531
быд_NOUN	-0.736783568
исполняться_VERB	-0.736685242
сильно_ADV	-0.736407352
успокоение_NOUN	-0.736331228
недюжинный_ADJ	-0.736250092
вывоз_NOUN	-0.736126535
несомненно_ADV	-0.735941166
целеустремленный_ADJ	-0.735710098
баптистский_ADJ	-0.735516262
кирсан_NOUN	-0.735459577
промежуток_NOUN	-0.73534877
благодарность_NOUN	-0.735251867
кавказ_NOUN	-0.734900113
обманывать_VERB	-0.734615374
развивать_VERB	-0.734531169
фашизм_NOUN	-0.734466495
укореняться_VERB	-0.734363199
подсосный_ADJ	-0.734264249
инвалид_NOUN	-0.734252223
умерший_NOUN	-0.734134244
рождение_NOUN	-0.733984237
выводка_NOUN	-0.733900724
открываться_VERB	-0.733822487
гордиться_VERB	-0.733781398
нехватывать_VERB	-0.73369724
кандалакша_NOUN	-0.733692301
извращать_VERB	-0.733473125
поселок_NOUN	-0.733349332
курдский_ADJ	-0.733278998
этнографический_ADJ	-0.733193159
нобелевский_ADJ	-0.73312153
останавливаться_VERB	-0.733041992
отчетливо_ADV	-0.732970283
правильно_ADV	-0.732857608
чешский_ADJ	-0.732826796
дружеский_ADJ	-0.732702428
перебираться_VERB	-0.732579749
экзотичность_NOUN	-0.732540501
любопытно_ADV	-0.732438466
вырастание_NOUN	-0.732282977
болгария_NOUN	-0.732208036
сторона_NOUN	-0.732172186
эл_NOUN	-0.732168034
эритрея_NOUN	-0.732133014
новосел_NOUN	-0.732001423
нейрофизиолог_NOUN	-0.731654626
достоинство_NOUN	-0.730990783
прикладной_ADJ	-0.730849501
ным_NOUN	-0.730724823
колебание_NOUN	-0.730687391
вложение_NOUN	-0.730638481
блогосфера_NOUN	-0.730600967
расхищать_VERB	-0.730430592
первотелка_NOUN	-0.730251633
смотря_ADV	-0.730226638
чувствовать_VERB	-0.730079386
староосколец_NOUN	-0.729742535
утомлять_VERB	-0.729735798
растрачивать_VERB	-0.728986334
бериш_NOUN	-0.728744563
юг_NOUN	-0.728364848
лашез_NOUN	-0.728333194
малолетний_ADJ	-0.728242263
аккерман_NOUN	-0.728210608
пло_NOUN	-0.728074039
впадать_VERB	-0.727902404
литературоведение_NOUN	-0.72780357
уповать_VERB	-0.727790726
морать_VERB	-0.727580131
народный_ADJ	-0.727541419
дипломатия_NOUN	-0.727438151
гутов_NOUN	-0.727340877
нервный_ADJ	-0.727173377
опрометчивый_ADJ	-0.727074729
разновидность_NOUN	-0.726981273
энтузиазм_NOUN	-0.726921113
машинно-тракторный_ADJ	-0.726912297
главное_NOUN	-0.726873499
обратный_ADJ	-0.726825833
помешанный_ADJ	-0.726795359
организм_NOUN	-0.726432993
ипотека_NOUN	-0.72620544
зерновой_ADJ	-0.726194778
рассказываться_VERB	-0.725985135
гениальный_ADJ	-0.725911567
павел_NOUN	-0.725702615
белоруссия_NOUN	-0.725666672
ветеран_NOUN	-0.725653464
гостевой_ADJ	-0.725588599
доклад_NOUN	-0.725588145
одноименный_ADJ	-0.725392209
веллер_NOUN	-0.725337331
кортизол_NOUN	-0.725323156
подчас_ADV	-0.725270926
телесный_ADJ	-0.725229155
абитуриент_NOUN	-0.725163239
бессмысленный_ADJ	-0.72510937
побеждаться_VERB	-0.724828224
албания_NOUN	-0.724802193
держава_NOUN	-0.72479007
бывать_VERB	-0.724683543
преемник_NOUN	-0.724599894
клановый_ADJ	-0.724575836
разовый_ADJ	-0.724310555
нагоя_NOUN	-0.724156489
лечебный_ADJ	-0.724115521
кетоз_NOUN	-0.724078042
голосовать_VERB	-0.724041455
гаврилов_NOUN	-0.72399356
мыслящий_ADJ	-0.723971718
нетематический_ADJ	-0.723971539
трансизомер_NOUN	-0.723834838
проделывать_VERB	-0.723820515
однотипный_ADJ	-0.723787983
горожанин_NOUN	-0.72365044
чудовищный_ADJ	-0.723443426
кайсери_NOUN	-0.723319789
судьба_NOUN	-0.723101818
неясно_ADV	-0.722871936
нашуметь_VERB	-0.722821896
разворовывать_VERB	-0.722405044
взгляд_NOUN	-0.722403889
авиалиния_NOUN	-0.722351974
чжао_NOUN	-0.722178563
ростехнадзор_NOUN	-0.721907274
бухгалтерский_ADJ	-0.721741855
талантливый_ADJ	-0.721676162
рассчитываться_VERB	-0.721572132
воплощение_NOUN	-0.721393176
заболевать_VERB	-0.721390067
кропотливый_ADJ	-0.721383205
традиция_NOUN	-0.721337547
роль_NOUN	-0.721315978
астер_NOUN	-0.72114952
поставщик_NOUN	-0.721057487
смягчать_VERB	-0.72101804
гонение_NOUN	-0.721002162
избыток_NOUN	-0.720997019
долго_ADV	-0.720987335
тепличный_ADJ	-0.720921892
дружить_VERB	-0.72046938
корифей_NOUN	-0.720050146
усваиваться_VERB	-0.719996952
взятка_NOUN	-0.719985747
опорочивать_VERB	-0.71979746
непонятый_ADJ	-0.719156282
клуб_NOUN	-0.719051651
недалекий_ADJ	-0.71904695
протестантизм_NOUN	-0.718898665
экономить_VERB	-0.718558903
стройсберкасса_NOUN	-0.718440087
по-литовски_ADV	-0.718398576
использовать_VERB	-0.718247123
управлять_VERB	-0.718104482
библейский_ADJ	-0.718022659
переубеждать_VERB	-0.717975031
корпорация_NOUN	-0.717711469
возможность_NOUN	-0.717606135
неимоверный_ADJ	-0.71758107
вблизи_ADP	-0.717517193
запрос_NOUN	-0.717288932
смещаться_VERB	-0.717265901
несуетливый_ADJ	-0.717172616
разбираться_VERB	-0.71714146
топ-менеджер_NOUN	-0.717083091
ставить_VERB	-0.71702299
обитать_VERB	-0.716909182
застойный_ADJ	-0.716899687
добираться_VERB	-0.716518356
попечение_NOUN	-0.71633002
резонанс_NOUN	-0.715693383
втб_NOUN	-0.715603972
проспект_NOUN	-0.715093184
славянский_ADJ	-0.714776131
самочувствие_NOUN	-0.714723638
патриотический_ADJ	-0.714619738
вечный_ADJ	-0.714503098
соляной_ADJ	-0.714387265
упорно_ADV	-0.714369059
юго-восточный_ADJ	-0.714189398
чаушесок_NOUN	-0.714105175
точка_NOUN	-0.71405008
ильинка_NOUN	-0.713693708
сочи_NOUN	-0.713687015
наработка_NOUN	-0.713583811
десятка_NOUN	-0.713545607
добро_NOUN	-0.713275276
парализовать_VERB	-0.713034536
вегетативный_ADJ	-0.712755037
равнодушие_NOUN	-0.712622082
базис_NOUN	-0.712616469
розничный_ADJ	-0.712479941
алкалоид_NOUN	-0.712465717
прокурор_NOUN	-0.712463667
закавказье_NOUN	-0.712380563
селекторный_ADJ	-0.712349476
обзванивать_VERB	-0.712190683
оргкомитет_NOUN	-0.712111639
хозяйство_NOUN	-0.71201245
сельхозпредприятие_NOUN	-0.711948707
обслуживание_NOUN	-0.711778888
усилие_NOUN	-0.711626973
заключенный_ADJ	-0.711375687
республиканец_NOUN	-0.710947884
широкий_ADJ	-0.710929787
тольяттинец_NOUN	-0.71089312
пиро_NOUN	-0.710762532
начинающий_ADJ	-0.7104935
ультиматум_NOUN	-0.71043608
рынок_NOUN	-0.710227955
мнительность_NOUN	-0.710147994
лондонский_ADJ	-0.710014886
диссонанс_NOUN	-0.709955567
безденежный_ADJ	-0.709838535
однообразный_ADJ	-0.70978464
хорватия_NOUN	-0.709750673
глубь_NOUN	-0.709660334
коммерсант_NOUN	-0.709558257
ботаника_NOUN	-0.709507453
коварный_ADJ	-0.709072164
вод_NOUN	-0.709048355
гликемический_ADJ	-0.709016311
арабский_ADJ	-0.708906395
охрана_NOUN	-0.708893616
почувствовать_VERB	-0.708871821
умеренно_ADV	-0.708781425
экспресс_NOUN	-0.708645618
неприятный_ADJ	-0.708619459
подстерегать_VERB	-0.708567541
извинение_NOUN	-0.708502434
цицерон_NOUN	-0.708263392
споспешествовать_VERB	-0.707942672
адресный_ADJ	-0.707880289
избирком_NOUN	-0.707753482
сопровождение_NOUN	-0.707532168
белковский_ADJ	-0.707464464
похвалиться_VERB	-0.707384138
русский_NOUN	-0.707205019
бухты-барахты_NOUN	-0.707201731
беззаконие_NOUN	-0.707201642
полежаев_NOUN	-0.70716794
единственно_ADV	-0.706782129
рерих_NOUN	-0.706601232
субботний_ADJ	-0.706581901
окрестить_VERB	-0.706277377
вакцинировать_VERB	-0.706154951
ограбление_NOUN	-0.706140083
кремлевский_ADJ	-0.706129324
религия_NOUN	-0.706077115
погибший_ADJ	-0.706000205
рашид_NOUN	-0.705623363
анатомия_NOUN	-0.705537442
клиника_NOUN	-0.705312127
одиозный_ADJ	-0.705235911
день_NOUN	-0.705141384
пустовать_VERB	-0.704971833
круговорот_NOUN	-0.704968328
провинция_NOUN	-0.70496504
управа_NOUN	-0.704939196
антиглобалист_NOUN	-0.704938619
языковед_NOUN	-0.704936797
нетрудно_ADV	-0.704837668
хаос_NOUN	-0.704353528
твердо_ADV	-0.704292154
плохо_ADV	-0.704251127
коген_NOUN	-0.704184202
антисоветский_ADJ	-0.704175434
элайн_NOUN	-0.704111811
желчевыводящий_ADJ	-0.703858211
иностранец_NOUN	-0.703837872
ценный_ADJ	-0.703790559
ассоциативный_ADJ	-0.703637215
остановка_NOUN	-0.703615586
менталитет_NOUN	-0.70361433
вип_NOUN	-0.703537626
нелегкий_ADJ	-0.70330811
фуко_NOUN	-0.703286793
стресс_NOUN	-0.703234073
кощунственный_ADJ	-0.70321786
епархия_NOUN	-0.703138936
мелочный_ADJ	-0.70309148
наглядно_ADV	-0.703085138
заданный_ADJ	-0.702877747
виноватый_ADJ	-0.702803872
шаг_NOUN	-0.702742155
дакша_NOUN	-0.702501502
сносить_VERB	-0.702492873
королев_NOUN	-0.702415589
фак_NOUN	-0.702394714
находить_VERB	-0.702246973
многий_ADJ	-0.702116095
западнический_ADJ	-0.702083058
прокопец_NOUN	-0.70206645
образ_NOUN	-0.701795114
титанический_ADJ	-0.701730374
прес_NOUN	-0.701427457
севастополь_NOUN	-0.701113362
немедленно_ADV	-0.700298757
массово_ADV	-0.700235962
контакт_NOUN	-0.700215695
устроитель_NOUN	-0.700130809
спектр_NOUN	-0.700094479
сонливость_NOUN	-0.700027591
заслуженный_ADJ	-0.699635346
депо_NOUN	-0.699323164
бизнес-план_NOUN	-0.699277075
средство_NOUN	-0.699192576
популярный_ADJ	-0.698991121
бухарест_NOUN	-0.698931842
исследовательница_NOUN	-0.698910912
снабжение_NOUN	-0.698701874
применять_VERB	-0.69866108
железнодорожный_ADJ	-0.698455587
