	Class	sentID	sent
82	0	отрубить#83	Когда группа из сподвижников посланника Аллаха атаковали дом Усмана , они ударили его жену и отрубили ей один палец .
83	0	отрубить#84	Саудан вынул меч и отрубил ей палец , затем ударил её в спину и сказал : « удивительно большая она ! »
84	0	отрубить#85	Почему он позволил , чтобы ей отрубили палец и ещё могли смеяться над ней ?
85	0	отрубить#86	Примерно в это же время отрубил хвостовое оперение « мессершмнтту » младший лейтенант Д. В. Кокорев .
86	0	отрубить#87	Коммунисты Петербурга и Ленобласти ( КПЛО ) считают , что виновными в акте вандализма над памятником Ленину в Красносельском парке , которому " отрубили голову " , являются создатели сериала " Адмирал " .
87	0	отрубить#88	" Шумахеру голову топром отрубят , если он не проиграет Петрову на гонках !
88	0	отрубить#89	То же произошло и с диаконом Феодором и с попом Лазарем , которым только отрубили языки .
89	0	отрубить#90	Последовала жестокая битва , но , Тристану удалось отрубил одну ногу гиганта .
90	0	отрубить#91	В противном случае , вам обоим отрубят головы .
91	0	отрубить#92	Вынес на двор , положил на колоду , отрубил головы .
92	0	отрубить#93	А то по твоей логике получается как в цитате : " Мы постелили вам новый паркет , но что бы вы не посадили занозу , мы не будем полировать пол , мы отрубим вам ноги " .
93	0	отрубить#94	По легенде , Хуэйкэ , который стал преемником первого патриарха , отрубил себе руку и положил её перед Бодхидхармой , демонстрируя чистоту своих помыслов и решимость постигать учение чань – одно из течений буддизма , широко использующее идеи и методы индийской йоги и китайского даосизма .
94	0	отрубить#95	Разозлившись на самого себя , он схватил саблю и со словами : если эта рука , посмела ударить свою мать , то она мне не нужна ( ну или что-то очень похожее ) отрубил себе кисть левой руки !!!
95	0	отрубить#96	— Когда был последний заговор Пацци , он отказался убить Медичи , но все равно его арестовали и отрубили голову .
96	0	отрубить#97	Хотел бы ты , чтобы тебя сначала обманули , потом отрубили тебе язык , украли у тебя самое дорогое , что есть у тебя в жизни. а потом прикончили бы вилкой ?
97	0	отрубить#98	Не дожидаясь развития событий , абордажная сабля , повинуясь движению своего владельца , отрубила нападающему руку в области локтевого сустава , а шпага закончила дело и без малейшего сопротивления вошла в безумно колотящееся сердце .
98	0	отрубить#99	Грязную , и забросанную различными обломками каюту уже убрали , и вытащили из нее труп прошлого капитана этого фрегата , которому Дэн отрубил голову абордажной саблей , еще в бою .
99	0	отрубить#100	И тогда сообразительный и храбрый малый отрубил у себя палец ноги и бросил злобоежам на съедение .
100	0	отрубить#101	Не теряя времени , произвели обмер , затем вырезали как узнать телефон по адресу по кызылорде части мяса , накормили собак досыта , отрубили рога и унесли голову для препарирования на базе .
101	0	отрубить#102	И этому отрубите голову ! " .
102	0	отрубить#103	А потому , что габровец отрубил своей кошке хвост , чтобы она зимой быстрей проскакивала в дом и меньше его охлаждала .
103	0	отрубить#104	Мы отрубим этому змею голову , вырвем ядовитые клыки или просто обломим глиняные ноги Колосса .
104	0	отрубить#105	Тогда он отрубил кусок дерева , бросил его туда , и лезвие топора всплыло .
105	0	отрубить#106	Любимец госпожи взял полотенце , принес к палачу , и тот тотчас же отрубил ему голову .
106	0	отрубить#107	— Боюсь , что меня могут убить , что меня могут ранить , например , отрубят ухо или нос .
107	0	отрубить#108	Не указывайте в магических способностях такие , как бессмертие ( если вам отрубят голову и выкинут ее , то очень сомневаюсь , что вы выживете ) .
108	0	отрубить#109	Она участвовала при сражении аль - Ямама , где ей отрубили руку , до этого она присутствовала в сражении при Ухуде , где была ранена , и на присяге « ар - Ридван » .
109	0	отрубить#110	Пока он размахивал оружием , защищая голову , противник отрубил ему левую руку , которая упала на землю .
110	0	отрубить#111	Но пуритане взяли , да и устроили революцию , победили в гражданской войне ( не кого-нибудь – аристократов , для которых война была естественным делом ! ) , арестовали короля и отрубили ему голову .
111	0	отрубить#112	Мне не собаку жалко , мне себя жалко , жена за Жужу мне руку отрубит .
112	0	отрубить#113	Виновному отрубили голову , остальным же было дозволено попытаться выжить .
113	0	отрубить#114	Они топором отрубили у него хвост , нашли много жиру , но не знали , что делать с ним далее .
114	0	отрубить#115	После этого одним молниеносным ударом повар отрубит ей голову .
115	0	отрубить#116	Он , что хочет , чтоб мне голову отрубили .
116	0	отрубить#117	Однажды разгневался царь и отрубил Матюше ноги .
117	0	отрубить#118	В 20 лет на одной из них ему саблей отрубили нос - с тех пор астроном всегда носил на лице протез из драгоценного металла , наводя ужас на простых людей .
118	0	отрубить#119	Мы сами провели электроснабжение , так его просто отрубили топором .
119	0	отрубить#120	— Пусть она достанется тому , кто с одного маху у этого покойника голову отрубит .
120	0	отрубить#121	Осужденный колотил кошкой об стенку , а потом отрубил ей голову топором ” .
121	0	отрубить#122	Так , недалеко от индийского побережья он , заперев в трюме , сжег живьем триста мусульманских паломников с женами и детьми , а захватив в гавани Каликута индийские корабли , отрубил руки , носы и уши восьмистам индусам .
122	0	отрубить#123	Не свежевали , топором лишь отрубили две задние ноги – это хозяин понял с первого взгляда .
123	0	отрубить#124	Сирия - так же страна жестоких законов : если ты украл , то тебе отрубят руку и не будут смотреть , кто ты или кто твои родители .
124	0	отрубить#125	Был пример , когда один русский парень кинул бычок в портрет президента ( специально это было или случайно , история умалчивает ) , так из магазина выбежали трое , скрутили его и отрубили ему палец .
125	0	отрубить#126	Вэй Янь прорвался на стену , одним ударом меча убил Хань Сюаня , отрубил ему голову и помчался в лагерь Гуань Юя .
126	0	отрубить#127	Тогда спасительницей его явилась молодая и красивая вдова Юдифь , которая , притворной лаской добившись доверия Олоферна , отрубила ему голову его собственным мечом , а иудеи , сделав вылазку , разбили растерявшихся врагов и прогнали их из своей страны .
127	0	отрубить#128	Я - то надеялся , что планов Варича по свержению герцога будет достаточно , чтоб граф сказал " отрубите ему голову " , но нет .
128	0	отрубить#129	• Известны слова музыканта , сказанные другу в период гонений на его творчество : « Даже если мне отрубят обе руки , я все равно буду писать музыку , держа перо в зубах » .
129	0	отрубить#130	Царь - это ваш начальник , а Петр , в частности , говорит о царе , который отрубил голову Иакову .
130	0	отрубить#131	В 1206 году крестоносцы отрубили голову вождю восставших ливов АКО и отослали ее рижскому епископу АЛЬБЕРТУ .
131	0	отрубить#132	Он видел , как Вэйну в Лондоне публично отрубили голову .
132	0	отрубить#133	Его перевод оказывается довольно странным : « Королева разговаривала через час после того , как ей отрубили голову. »
133	0	отрубить#134	Нет , сэр , мне не отрубили голову .
134	0	отрубить#135	1 год назад мне на заводе пресом чуть не отрубило указательный палец правой руки , был разрыв сухожилье , мне врачи сказали разрабатывать его , я разрабатываю а он всё равно до конца не скибается , токо на 90 градусов , подскажите как можно быстро разработать .
135	0	отрубить#136	« Юмористке » , как известно , отрубили голову .
136	0	отрубить#137	Когда началась буча в Англии и отрубили голову английскому королю ?
137	0	отрубить#138	И я отрубил голову первому монстру ...
138	0	отрубить#139	Тот отрубил ей ноженьки вмести с башмачками , которые не прекратили плясать , и упокоилась девочка с миром , вполне себе счастливая .
139	0	отрубить#140	Поймали пьяным за рулем , отрубили руку , поймали еще раз , отрубили вторую руку , еще раз поймали , увеличили содержание свинца в голове .
140	0	отрубить#141	Поймали за чиновников , депутатов , должностных лиц , за взятку , хоть за какую , отрубили руги , ноги , и пусть живет растение , конфисковали имущество у всех родственников , до 7 - го колена. и. т.д .
141	0	отрубить#142	Ему отрубили голову , а затем отправили ее в Баию как доказательство славной победы .
142	0	отрубить#143	- А если полиция схватит тебя , отрубит голову ?
143	0	отрубить#144	9 место : Мэри , королева шотландская , здорово посмеялась над своим палачом уже после того , как он отрубил ей голову .
144	0	отрубить#145	Рыбаки отрубили одну лишь голову и привезли с собой в порт Саванну на востоке США .
145	0	отрубить#146	Тело заложника поручика Боброва , которому палачи отрезали язык , отрубили кисти рук и сняли кожу вдоль левой ноги .
146	0	отрубить#147	- - Значит , в Царь - Городе тебе отрубят голову , - - развел руками Селезень .
147	0	отрубить#148	Ну , ужо я ему покажу , башку отрублю , как пить дать !
148	0	отрубить#149	Голову Тича Мейнард отрубил и повесил на мачте своего корабля .
149	0	отрубить#150	Разгневанный Рудра пронзил приготовленную жертву стрелой , и она превратилась в созвездие , после чего он напал на тех , кто собрался на вершине горы , и отрубил голову Дакше .
150	0	отрубить#151	Одним из примеров стала французская революция , когда отрубили голову несчастной королеве Марие - Антуанетте .
151	0	отрубить#152	Коль простить меня не пожелаете , отрубите постылую голову .
152	0	отрубить#153	И когда федеральные власти начинают умывать руки от реальных общественных проблем , вообще-то в нормальных странах они рискуют тем , что эти руки просто отрубят .
153	0	отрубить#154	Им отрубили головы , а тела бросили собакам .
154	0	отрубить#155	Понравится , скажем , сапог , - тут он выставил ногу свою в блестящем желтом сапоге и повертел ею в разные стороны , - и сапог сдернут , и ногу отрубят .
155	0	отрубить#156	Герой клана Фир Болг , Сренг , сразившийся с Нуадой , королем богов , нанес ему страшный удар и отрубил королю руку и половину щита .
156	0	отрубить#157	Разбили нижнюю челюсть вместе с зубами и отрубили пальцы правой руки .
157	0	отрубить#158	Им отрубили головы на том месте , где стоит Вассеркирхе , но затем мученики со своими отрубленными головами поднялись на то место , где и стоит Гроссмюнстер , и лишь там умерли .
158	0	отрубить#159	Хан отрубил голову и решил , что Дурбан уже мертв .
159	0	отрубить#160	Для снятия золотой гривны , положенной на него за верность от Бориса , отрубили голову и всех оставшихся [ с ] князем своим живота лишили .
160	0	отрубить#161	Несколько лет назад на Алтае произошел интересный случай : мужику по прозвищу Клык отрубили топором бороду .
161	0	отрубить#162	Человека и снегоход спасли , Клыка выловили и отрубили бороду .
162	0	отрубить#163	На допросе преступник рассказал , что после убийства он отрубил отцу Григорию голову и с нею в руках обошел алтарь , распевая ритуальные песнопения .
163	0	отрубить#164	" Для меня большая честь пожать руку храброму гражданину Ирака , чью руку отрубил Саддам Хусейн. "
164	0	отрубить#165	После взятия крепости Мерван предложил отличившемуся выбрать себе подходящую пленницу , но , когда он ее выбрал , та заколола его ножом , отрубила голову , а сама бросилась в пропасть [ 233 ] .
165	0	отрубить#166	В это время в результате распри между аббасидскими правителями в Закавказье наместник Армении и Азербайджана Сайд ибн Салм ибн Кутейба отрубил голову дербентскому правителю ан - Наджму ибн Хашиму , сын которого точно так же в ответ поступил с чиновником Сайда , а когда последний с войском выступил на Дербент , Хайун ибн ан - Наджм призвал хазарского хакана , открыв ему ворота Сула ( Чола ) .
166	0	отрубить#167	Ноги отрубили , вставили в ведро .
167	0	отрубить#168	Ливингстон не думал о наказании этого человека и , когда тот к нему пришел , только не подал ему руки и сказал : " Если б я был араб , за твое воровство тебе отрубили бы уши и руки " .
168	0	отрубить#169	12 сентября 1271 г. известный буддийский монах Ничирен был близок к тому , чтобы ему отрубили голову в Тацунокучи , Камакура .
169	0	отрубить#170	Два года спустя несчастной отрубили голову , как женщине , « забывшей о достоинствах своего пола » .
170	0	отрубить#171	Но ведь мы хорошо знаем , что Иоанну Крестителю воин отрубил голову и , положив ее на блюдо , поднес Иродиаде , а потом - царю Ироду .
171	0	отрубить#172	И после этого им отрубали головы : Петр собственноручно отрубил головы пятерым стрельцам , а затем головы им рубили его " птенцы " : Меншиков ( хвастался потом , что отрубил 20 голов : [ 86 ] с. 181 ) , Ромодановский и другие ( [ 98 ] 3 , с. 72a ) .
172	0	отрубить#173	Медуза Горгона потеряла бдительность , Перси Джексон отрубил ей голову , не стал расчленять тело .
173	0	отрубить#174	Прежде чем зарубить ее топором , ей отрубили уши и губы .
174	0	отрубить#175	Другое нашумевшее преступление – активисты напали на профессора биологии и отрубили ему руку .
175	0	отрубить#176	" Говорят , - - писал Сухощоков , - - что человек , которому отрубили по бедро ногу , долго ощущает ее , шевеля несуществующими пальцами и напрягая несуществующие мышцы .
176	0	отрубить#177	Голову или часть головы этого человека отрубили и унесли .
177	0	отрубить#178	Причину падения " заболтали " : генерал МЧС сообщил , что вертолет рухнул с большой высоты , тела и обломки разбросаны на расстоянии 60 - 70 метров , и центральное ТВ всему миру крутило " мульт - реконструкцию " о том , как на высоте 1300 м вертолет попал в воздушный поток , отрубил своими лопастями свой хвост и , крутясь и разбрасывая людей , рухнул ( правда , в кадре 2 видно , что лопасть целая , только переломилась посередине ;
178	0	отрубить#179	Говори сейчас же , зачем тебе оно , не то я вытащу саблю да отрублю тебе голову .
179	0	отрубить#180	Гермес усыпил Аргоса игрой на флейте , а затем отрубил ему голову .
180	0	отрубить#181	Курицы вот таким вот образом продолжают бегать даже после того , как им отрубили голову .
181	0	отрубить#182	Римляне говорили , что император левой рукой отрубил себе правую .
182	0	отрубить#183	уцелел лишь один 9 - летний мальчик , которому враги отрубили руки и ноги , а самого бросили в болото .
183	0	отрубить#184	После этого братья запечатлели его печатью Господней , и на следующий день славному за Христа мученику отрубили голову .
184	0	отрубить#185	Если же хотят они мне добра , то пусть предупредят взявших меня и сами отрубят мне голову .
185	0	отрубить#186	Ему отрезали язык ( за то , что говорил ложь ) и отрубили правую руку ( за то , что совершал нечистый обряд крещения ) ;
186	0	отрубить#187	Карауливший в эту ночь 4 - й брат бросился в загон и шашкой отрубил палец на задней лапе волка .
187	0	отрубить#188	Мне даже было бы жалко тебя , если бы мне было жалко тебя , сказал самурай Хоккайдо Окинава и отрубил мечом голову жене .
188	1	отрубить#189	На даче отрубили отопление , я чуть не околела , и только вроде бы удалось заснуть - начали орать дети и орали всю ночь .
189	1	отрубить#190	Но интернет отрубило , деньги видите ли на счету кончились .
190	1	отрубить#191	- Все , - сказал капитан Енакиев коротко , как отрубил .
191	1	отрубить#192	— Боюсь , что у меня сложится о его виновности другое мнение , — отрубил наблюдатель .
192	1	отрубить#193	Акадо отрубило мне Космос - ТВ !
193	1	отрубить#194	- - Да , - жёстко отрубила Изабелла Юрьевна Гольпер , - Нет страшнее волков , чем в овечьей шкуре .
194	1	отрубить#195	Когда мы поехали , было ощущение что отрубили отопление , и стал задувать ветер не понятно откуда , т.к. холод усилился и пришлось надеть обратно куртку .
195	1	отрубить#196	И " Воробей " стал за это ругать меня в присутствии Б. Н. Но тот отрубил : " Черняев к этому не имел никакого отношения " .
196	1	отрубить#197	Брежнев прямо ему отрубил : против кого вооружаетесь , совершенствуете ядерное оружие и т.п .?
197	1	отрубить#198	Ответ не верю , у меня окошко настежь - жара , быстрее бы отопление отрубили : )
198	1	отрубить#199	Недавно инфобокс автоматически отрубил мой аккаунт за превышение без предупреждения .
199	1	отрубить#200	" Звезда " напоминала сказочного дракона : отрубишь одну голову - три вырастают .
200	1	отрубить#201	Глеб : Один раз мы чуть не порешили организатора , который по собственной дурости отрубил нам звук на последней песне !
201	1	отрубить#202	У меня 2 жестких диска 40гб ( IDE ) и 80 ( SATA ) винда стояла на втором ( sаtа ) а когда отрубили свет , в BIOS изменились настройки и основным почему-то стал IDE после чего начала выскакивать эта ошибка поменял основной BOOT DEVICE и все вернулось на круги своя .
202	1	отрубить#203	Или люди , у которых отрубило альтруизм и способность любить настолько , что они даже не понимают , что это вообще такое и делают свои предположения , пытаясь компенсировать свою недостаточность .
203	1	отрубить#204	Она вызвана теми историческими передрягами , в которые наша страна попала , когда она в какой-то момент отрубила все свои корни .
204	1	отрубить#205	Человека благородного никогда не осудят за то , что он отрубит дурную ветвь от семейного древа .
205	1	отрубить#206	Напомним , что сам 15 - летний Mafiaboy был арестован в воскресенье по обвинению в запуске DDoS - атаки , которая на четыре часа отрубила доступ к главному сайту CNN и еще 1200 сайтам , связанным с ним .
206	1	отрубить#207	Приехав на место ШОК постиг не только собаку но и всех нас т.к. за зиму в избушке отрубили полностью электричество ( типа дом не соответствует требованиям ) .
207	1	отрубить#208	Ученые горьким опытом Беслана , власти отрубили Нальчик от России " , - сообщила корреспондент " Газеты " Маргарита Кондратьева .
208	1	отрубить#209	. У народа рабочий день до 17 сократили , или инет отрубили .
209	1	отрубить#210	А потом завис на 100 % еще минут на 10.. а потом вообще завис.. ну я его и отрубил ..
210	1	отрубить#211	" мазут " ( пополам с водой ) фабричный , город от тепла отрубили полностью , пара осталась только для работы картоноделательной машины. Но сегодня закончаться и эти остатки мазута и перспектив на привоз нет никаких. П.... ц полный !!!
211	1	отрубить#212	– решительно отрубил Серебряков .
212	1	отрубить#213	Вообще господа из " Малнета " могли бы не делать вот так " взяли и отрубили " .
213	1	отрубить#214	Мы не отрубили а временно отключили , т.к услуга идет в тестовом режиме .
214	1	отрубить#215	Среди дворян были те , кому в тягость была собственная праздность , — наша эпоха надежно отрубила совесть у всех , кто пробрался наверх либо родился там .
215	1	отрубить#216	В детстве очень любила манную кашу , а потом закончился садик и как отрубило , мама готовила , я не ела и до сих пор не терпеть не могу эту вязкую субстанцию .
216	1	отрубить#217	Про местные власти Щербак сразу сказал как отрубил : в условиях кризиса к ним огромная просьба будет – чтобы работать не мешали .
217	1	отрубить#218	– отрубил Колегов .
218	1	отрубить#219	Пишу с КПК ( инет отрубили ) , жду советов - завтра уже решать ...
219	1	отрубить#220	Я один раз поговорил с Францией на двести долларов , так теперь межгород вообще отрубили .
220	1	отрубить#221	Выгнал Dasic из-за компьютера , отрубил " турбо " режим , почистил Кэш и Куки .
221	1	отрубить#222	( полную таблицу найди по поиску ) Сейчас фильтрами отрубили от расчёта внутренние страницы собственного сайта и продолжают рихтовать алгоритм расчёта ПР .
222	1	отрубить#223	Корм для проклятой гордыни , если бы я была лучше , если бы я не типичная женская потребность в любви и ласке , в обожании и внимании , давно бы все отрубила .
223	1	отрубить#224	Горячую воду отрубили сразу же .
224	1	отрубить#225	Доклад длился всего несколько минут , после чего он сказал , как отрубил , что мы его убедили , и он согласен .
225	1	отрубить#226	Нет , ответил , как отрубил .
226	1	отрубить#227	Телевидение отрубили .
227	1	отрубить#228	Как не вовремя меня отрубило !
228	1	отрубить#229	- Я тоже , - сразу отрубил Иван .
229	1	отрубить#230	В ста , в тысяче случаев поймав , отрубим преступную длань , разоблачим происки , узрим яд .
230	1	отрубить#231	Х. К. : Самое страшное , что сделали на федеральном уровне , — лишили регионы возможности создавать свои партии , полностью отрубили всякую инициативу на местах .
231	1	отрубить#232	Иногородний бизнес , или покинул город , или оптимизировал свои местные затраты , отрубил лишние проекты , сократил лишних сотрудников , заменил московского менеджера на воронежского , которому и зарплату можно платить меньшую и квартиру снимать для него не надо .
232	1	отрубить#233	Власти Ирана нарочно отрубили местным юзерам Инет ? / Как менты нарвались на композитора / Станет ли мемом запрет болтать по мобиле за рулем ? / Авария в Чернобыле глазами блогера - очевидца / Стартап об интересных местах Лондона / Твиттер - чат с астронавтами NASA / Оригинальный презент к Дню всех влюбленных / Последствия снегапокалипсиса в Вашингтоне / Как « Билайн » ворует идеи / Голый зад для Google Street View .
233	1	отрубить#234	Потом решил поэкспериментировать по поводу курения , задал установку , и на весь вечер меня просто отрубило от этой вредной привычки .
234	1	отрубить#235	– Да просто у городе у вашем скучно – вот и все , – отрубил Слизняков Гавриил .
235	1	отрубить#236	Через час свет включили , но тут же отрубили Интернет .
236	1	отрубить#237	У меня твари МТС отрубили интернет поэтому я времено отсутствую на своем дневе .
237	1	отрубить#238	[ to LEX ] я отрубил там прокси. пока ищи другой а так только наверно через неделю его тока врублю .
238	1	отрубить#239	- отрубил Квашнин и отправил генерала С. куда-то на " задворки армии " , во внутренний округ , подальше от Кавказа .
239	1	отрубить#240	Новичкам не стоит работать под рутом , вот по умолчанию и отрубили .
240	1	отрубить#241	Сказал ведь , как отрубил , один гоголевский персонаж , помнится , чиновник важной наружности в " Театральном разъезде " : " Книг уж довольно написано , больше не нужно " .
241	1	отрубить#242	- отрубил молодой шофер , когда мы рассказали ему о своих находках в лесу под Мясным Бором .
242	1	отрубить#243	— Нет , — отрубил Керк .
243	1	отрубить#244	Обозревателю \ " МК \ " Вадиму Речкалову отрубили связь с читателями за критику Министерства обороны - в номере от 3 декабря 2007 года ( в преддверии массовых облав на московских призывников ) был опубликован контактный телефон обозревателя : 8 903 2345 - 999 .
244	1	отрубить#245	Диагностика и в самом деле показывала , что защитные системы почему-то , отрубили третий маршевый двигатель .
245	1	отрубить#246	Я на своем отрубил мобильные интернеты к чертям. а то оно эксепшены с почты таскало ( коих приходит иногда куда более 9000 ) .
246	1	отрубить#247	Как-то я отца на эту тему стал выпытывать , так он , секунды не думая , отрубил :
247	1	отрубить#248	- Не знаю , - как отрубил Леха .
248	1	отрубить#249	Работникам « ТД ЭТЗ » , сидевшим в помещении партнера , отрубили свет и воду , а затем и вовсе выкинули их долой .
249	1	отрубить#250	Отрицание объективных законов мироздания – это одна из крайностей , которую мы отрубили с плеча еще в начале .
250	1	отрубить#251	Он не спросит : " На что вы жалуетесь ? " , потому что тут слишком много слов , да и нельзя произнести эту фразу без интонации , он отрубит : " Жалобы ? "
251	1	отрубить#252	Отрубил винт воткнул флэшку и поставил .
252	1	отрубить#253	Но доступ к российским сайтам в августе 2008 года в Грузии отрубили .
253	1	отрубить#254	дескать , нет смысла так убиваться и пора бы отдохнуть , но по без всякого почтения отрубил : Всему свое время , Пришелец .
254	1	отрубить#255	Прошу срочно вступить меня в члены клуба , потому как оплатил абонентку в ЕРКЦ ( который зачисляется в течении суток ) 25.05 , однако деньги не идут , и гложут меня предчуствия , что отрубят меня первого числа ( ( .
255	1	отрубить#256	Сейчас они видят , что народ не подключается и сделали замануху , чтобы начали подрубать себе ДРИСТ , а потом , когда , количество пользователей дойдет примерно до того объема , какой был на IP - TV , то опять отрубят на компах и скажут покупайте приставки .
256	1	отрубить#257	— отрубила Катя и легла к Башмакову спиной , надежно подоткнув одеялом любые возможные подступы к своему оскорбленному телу .
257	1	отрубить#258	Искусственный интеллект линкоров был медленным и поиск соседей по номеру телефона , номеру соседей отрубила их сети быстрыми и точными ударами .
258	1	отрубить#259	- Это всё , что я могу сказать , – отрубил Кручина и осёкся : – Нет .
259	1	отрубить#260	Порвите путы болтологии и топтания на месте , пора расправить крылья , пока вам их не отрубили !
260	1	отрубить#261	- - отрубил Дудаев .
261	1	отрубить#262	И только после этого « отрубили » старую АБС .
262	1	отрубить#263	Вот представь что тебе инет отрубят .
263	1	отрубить#264	Потом сгоняли через пол - Москвы за ламповым усилителем 2 х 50 Вт , изменили схему подачи модуляции , подключили , только начали отлаживать , как на стенде электрики отрубили электричество .
264	1	отрубить#265	Устав от трелей , челябинец Василий Чухнов отрубил мобильник и крепко уснул .
265	1	отрубить#266	– Вот и летите к своему Лему , – отрубил Грау .
266	1	отрубить#267	Бросили в меня бумеранг , а он вернулся и отрубил вам... сайт .
267	1	отрубить#268	А еще слышала , что во всем городе отрубят горячую воду чуть ли не до осени .
268	1	отрубить#269	Было неимоверное желание поделиться сразу своими впечатлениями о съемке , но отрубили интернет .
269	1	отрубить#270	Прочитал инструкцию – отрубил крики кобры до 40 км / час .
270	1	отрубить#271	Вот он идёт , а ты ему говори : " Страху голову отрубим " .
271	1	отрубить#273	— Все одно — резина , — отрубила Марья Петровна .
272	1	отрубить#274	Все началось еще с пятницы , когда мне отрубили ой рабочий инструмент , с помощью которого , я зарабатываю деньги .
273	1	отрубить#275	Дрогнул строй девичий и отрубил три шага вперед .
274	1	отрубить#276	Ну а если в экстремальном случае , если отрубят электричество , все движение в метро остановится , а ремонтному поезду остановиться нельзя .
275	1	отрубить#277	- гневно отрубил Дамло .
276	1	отрубить#278	- отрубил Дамло сердито .
277	1	отрубить#279	– отрубил инспектор .
278	1	отрубить#280	— отрубила Ванесса .
279	1	отрубить#281	- Нет , — отрубил герр Мес , вставая .
